bias,variance,rate,cost,violation,min_altitude
-4.0,3.6545454545454548,4.727272727272727,-2.956892105460688,True,2.5020388680667
-4.0,3.6545454545454548,5.2727272727272725,-2.3399436759088177,True,3.176288954366756
-4.0,3.6545454545454548,5.818181818181818,-3.0981757768121887,True,1.6597071867546855
-4.0,3.6545454545454548,6.363636363636363,-2.5347848702958764,True,2.111380396894733
-4.0,3.6545454545454548,6.909090909090908,-2.6585253300570324,True,2.7287916966576358
-4.0,3.6545454545454548,7.454545454545454,-2.865558828739696,True,2.104678493229404
-4.0,3.6545454545454548,8.0,-3.2478824342337678,True,1.2399237450990874
-4.0,4.0,2.0,-2.5181812718969385,True,1.8579271371206367
-4.0,4.0,2.5454545454545454,-2.1860086652832407,True,2.098920645736443
-4.0,4.0,3.090909090909091,-2.661609427953212,True,2.4037608606898337
-4.0,4.0,3.6363636363636362,-2.36044873452139,True,1.9216201898888905
-4.0,4.0,4.181818181818182,-2.4981245773936958,True,2.506991953116098
-4.0,4.0,4.727272727272727,-3.0046534084396326,True,2.2263983286920026
-4.0,4.0,5.2727272727272725,-2.828199339833014,True,1.8716922215875889
-4.0,4.0,5.818181818181818,-2.883977730259746,True,1.9233654713093742
-4.0,4.0,6.363636363636363,-2.8690999947193148,True,2.4619653425412085
-4.0,4.0,6.909090909090908,-2.533722216093571,True,1.8473700344930044
-4.0,4.0,7.454545454545454,-2.3572024231291895,True,1.6667536771095595
-4.0,4.0,8.0,-2.7336223488634337,True,2.560536254378855
-3.2727272727272725,0.2,2.0,-0.6896510862531181,True,3.998999153836585
-3.2727272727272725,0.2,2.5454545454545454,-0.8322971943228406,True,3.921202338347743
-3.2727272727272725,0.2,3.090909090909091,-0.9696553001844754,True,4.455145748326037
-3.2727272727272725,0.2,3.6363636363636362,-0.8554821133234214,True,3.7980630890462517
-3.2727272727272725,0.2,4.181818181818182,-0.8290191709198554,True,4.324630589518449
-3.2727272727272725,0.2,4.727272727272727,-0.9239610726440682,True,4.390853348317738
-3.2727272727272725,0.2,5.2727272727272725,-1.31199209931394,True,3.407917380587575
-3.2727272727272725,0.2,5.818181818181818,-1.026661244414915,True,4.278523888301818
-3.2727272727272725,0.2,6.363636363636363,-1.1741656007442118,True,3.8844980909101787
-3.2727272727272725,0.2,6.909090909090908,-0.8735744183467746,True,3.8306398872353102
-3.2727272727272725,0.2,7.454545454545454,-0.9525714400082533,True,3.9463322337747995
-3.2727272727272725,0.2,8.0,-1.024983388683579,True,4.524405037310016
-3.2727272727272725,0.5454545454545454,2.0,-0.6844025536388821,True,4.7223522643614375
-3.2727272727272725,0.5454545454545454,2.5454545454545454,-0.6332133464568832,True,4.377288574359496
-3.2727272727272725,0.5454545454545454,3.090909090909091,-0.8190281181730038,True,4.0258385035302675
-3.2727272727272725,0.5454545454545454,3.6363636363636362,-0.965688303655106,True,3.969240169161051
-3.2727272727272725,0.5454545454545454,4.181818181818182,-1.0931763166443256,True,4.204402196074131
-3.2727272727272725,0.5454545454545454,4.727272727272727,-1.3538139966949183,True,4.692379641147812
-3.2727272727272725,0.5454545454545454,5.2727272727272725,-1.4510329370658295,True,2.9418727565403042
-3.2727272727272725,0.5454545454545454,5.818181818181818,-1.0481341543759173,True,4.34769719260555
-3.2727272727272725,0.5454545454545454,6.363636363636363,-1.1487976821773147,True,4.165375072454825
-3.2727272727272725,0.5454545454545454,6.909090909090908,-1.235193115710206,True,3.316179698546878
-3.2727272727272725,0.5454545454545454,7.454545454545454,-1.1504663682398792,True,3.510952776004065
-3.2727272727272725,0.5454545454545454,8.0,-0.8900595649909481,True,4.0364117442579825
-3.2727272727272725,0.8909090909090909,2.0,-1.1182216264313543,True,3.721085452742149
-3.2727272727272725,0.8909090909090909,2.5454545454545454,-0.9153591806689878,True,3.802778542929025
-3.2727272727272725,0.8909090909090909,3.090909090909091,-1.2234991551816465,True,3.8983444505643097
-3.2727272727272725,0.8909090909090909,3.6363636363636362,-1.0851646235674137,True,3.6613637887470216
-3.2727272727272725,0.8909090909090909,4.181818181818182,-1.3104195344028975,True,3.8056054342759205
-3.2727272727272725,0.8909090909090909,4.727272727272727,-1.5834230919840522,True,2.71284502082767
-3.2727272727272725,0.8909090909090909,5.2727272727272725,-1.49715466865274,True,3.3961217554913365
-3.2727272727272725,0.8909090909090909,5.818181818181818,-1.321211179592694,True,4.416466928882082
-3.2727272727272725,0.8909090909090909,6.363636363636363,-1.2057260845837054,True,3.7143046504345807
-3.2727272727272725,0.8909090909090909,6.909090909090908,-1.3401833663577247,True,3.158551951323371
-3.2727272727272725,0.8909090909090909,7.454545454545454,-1.2729662707134661,True,3.582704409826465
-3.2727272727272725,0.8909090909090909,8.0,-1.1241761632432443,True,3.4622083649805946
-3.2727272727272725,1.2363636363636363,2.0,-0.952889247860981,True,4.813480208640309
-3.2727272727272725,1.2363636363636363,2.5454545454545454,-1.1233338648518478,True,4.077521996197623
-3.2727272727272725,1.2363636363636363,3.090909090909091,-1.0246626413625013,True,3.7747271226945807
-3.2727272727272725,1.2363636363636363,3.6363636363636362,-1.1929758050634383,True,3.8133203953274593
-3.2727272727272725,1.2363636363636363,4.181818181818182,-1.3003130172058301,True,3.3131820908664364
-3.2727272727272725,1.2363636363636363,4.727272727272727,-1.3925405524691623,True,3.8564585931535627
-3.2727272727272725,1.2363636363636363,5.2727272727272725,-1.166873466479608,True,4.312761946562995
-3.2727272727272725,1.2363636363636363,5.818181818181818,-1.056392564846347,True,3.5599336537096278
-3.2727272727272725,1.2363636363636363,6.363636363636363,-1.3064302455163372,True,3.7852407573528386
-3.2727272727272725,1.2363636363636363,6.909090909090908,-1.002055901770016,True,3.5937949555524082
-3.2727272727272725,1.2363636363636363,7.454545454545454,-1.540844375587507,True,3.1594593016904824
-3.2727272727272725,1.2363636363636363,8.0,-1.7171353838091872,True,3.0199871053504324
-3.2727272727272725,1.5818181818181818,2.0,-1.3122214466563187,True,3.7629754465817853
-3.2727272727272725,1.5818181818181818,2.5454545454545454,-1.1368670036414081,True,4.8012184159665345
-3.2727272727272725,1.5818181818181818,3.090909090909091,-1.0762430357038775,True,3.635305136464921
-3.2727272727272725,1.5818181818181818,3.6363636363636362,-1.521113599331557,True,3.724845986421696
-3.2727272727272725,1.5818181818181818,4.181818181818182,-1.6875312419560886,True,4.228198140971088
-3.2727272727272725,1.5818181818181818,4.727272727272727,-1.2651909268130574,True,3.50022124713459
-3.2727272727272725,1.5818181818181818,5.2727272727272725,-1.9033654574931556,True,3.773570729589551
-3.2727272727272725,1.5818181818181818,5.818181818181818,-1.6135733890355455,True,4.005334766951185
-3.2727272727272725,1.5818181818181818,6.363636363636363,-1.9034162682557103,True,2.7968962202674037
-3.2727272727272725,1.5818181818181818,6.909090909090908,-1.5426041121062777,True,3.480886184776093
-3.2727272727272725,1.5818181818181818,7.454545454545454,-1.5665494650835643,True,3.744875501090185
-3.2727272727272725,1.5818181818181818,8.0,-1.6095166884601082,True,3.319293569029245
-3.2727272727272725,1.9272727272727272,2.0,-1.239972151639563,True,4.017247265389812
-3.2727272727272725,1.9272727272727272,2.5454545454545454,-1.1665315868154256,True,3.2711473672656397
-3.2727272727272725,1.9272727272727272,3.090909090909091,-1.6767870011245756,True,3.962051409824679
-3.2727272727272725,1.9272727272727272,3.6363636363636362,-1.3786042263023306,True,3.2471525054193924
-3.2727272727272725,1.9272727272727272,4.181818181818182,-1.216890569083819,True,3.8409467480626103
-3.2727272727272725,1.9272727272727272,4.727272727272727,-1.368855877780913,True,3.6649033629241416
-3.2727272727272725,1.9272727272727272,5.2727272727272725,-1.2522253303349462,True,4.625445090886656
-3.2727272727272725,1.9272727272727272,5.818181818181818,-1.7440946133172002,True,3.7416908621599774
-3.2727272727272725,1.9272727272727272,6.363636363636363,-1.5590919102161709,True,4.125223868550004
-3.2727272727272725,1.9272727272727272,6.909090909090908,-1.8402739078022987,True,3.5027518221969207
-3.2727272727272725,1.9272727272727272,7.454545454545454,-1.3684878370541615,True,2.752142419734281
-3.2727272727272725,1.9272727272727272,8.0,-1.7362806687531078,True,2.244103242366842
-3.2727272727272725,2.272727272727273,2.0,-1.421549008507218,True,3.9372221193907633
-3.2727272727272725,2.272727272727273,2.5454545454545454,-1.1120195156503616,True,3.925027874559526
-3.2727272727272725,2.272727272727273,3.090909090909091,-1.1478774214995564,True,3.162071849392998
-3.2727272727272725,2.272727272727273,3.6363636363636362,-1.8893798802056436,True,3.0828462703460473
-3.2727272727272725,2.272727272727273,4.181818181818182,-1.553944238036826,True,3.4297083879161274
-3.2727272727272725,2.272727272727273,4.727272727272727,-2.1218400982380174,True,2.8335998820055885
-3.2727272727272725,2.272727272727273,5.2727272727272725,-2.028905179048678,True,3.305931095366341
-3.2727272727272725,2.272727272727273,5.818181818181818,-1.7246184980383796,True,2.8054416087979424
-3.2727272727272725,2.272727272727273,6.363636363636363,-1.8945768472369027,True,2.5758163918186217
-3.2727272727272725,2.272727272727273,6.909090909090908,-1.7634613987772758,True,3.7141097614733436
-3.2727272727272725,2.272727272727273,7.454545454545454,-1.8809543073275514,True,3.3710689504313707
-3.2727272727272725,2.272727272727273,8.0,-1.709316853530805,True,2.894246730338023
-3.2727272727272725,2.618181818181818,2.0,-1.4927100772455815,True,2.9896687615447317
-3.2727272727272725,2.618181818181818,2.5454545454545454,-1.6268571507753673,True,2.7742039029302084
-3.2727272727272725,2.618181818181818,3.090909090909091,-1.1842918676669005,True,3.8333399083189637
-3.2727272727272725,2.618181818181818,3.6363636363636362,-1.7922848575694934,True,3.314705097797618
-3.2727272727272725,2.618181818181818,4.181818181818182,-1.7568593013992169,True,3.1326558988341713
-3.2727272727272725,2.618181818181818,4.727272727272727,-1.6891547018577204,True,3.689599153165932
-3.2727272727272725,2.618181818181818,5.2727272727272725,-1.9777478721061763,True,2.7343430075714834
-3.2727272727272725,2.618181818181818,5.818181818181818,-1.9565848503244416,True,1.8924545673077662
-3.2727272727272725,2.618181818181818,6.363636363636363,-2.198478039845638,True,3.484959093876624
-3.2727272727272725,2.618181818181818,6.909090909090908,-1.5255684002587482,True,3.349913579963063
-3.2727272727272725,2.618181818181818,7.454545454545454,-1.672134069085653,True,3.4834910081861152
-3.2727272727272725,2.618181818181818,8.0,-1.0911255318016329,True,4.468661923915656
-3.2727272727272725,2.963636363636364,2.0,-1.600523887187187,True,2.9217058925126005
-3.2727272727272725,2.963636363636364,2.5454545454545454,-1.9410529173938091,True,3.1606789005398026
-3.2727272727272725,2.963636363636364,3.090909090909091,-1.8321434069434028,True,2.45672973825776
-3.2727272727272725,2.963636363636364,3.6363636363636362,-1.8852906964558453,True,2.5739353017369573
-3.2727272727272725,2.963636363636364,4.181818181818182,-1.5006017280829016,True,3.9402181503918237
-3.2727272727272725,2.963636363636364,4.727272727272727,-1.9172189337660928,True,3.82275313567892
-3.2727272727272725,2.963636363636364,5.2727272727272725,-1.959810344690911,True,2.609547554644957
-3.2727272727272725,2.963636363636364,5.818181818181818,-1.700586059076545,True,3.5688689627657846
-3.2727272727272725,2.963636363636364,6.363636363636363,-2.2065254219075827,True,2.698305239050613
-3.2727272727272725,2.963636363636364,6.909090909090908,-2.13332195727232,True,2.175278177245512
-3.2727272727272725,2.963636363636364,7.454545454545454,-1.7058463158268418,True,4.248862004408224
-3.2727272727272725,2.963636363636364,8.0,-2.090251571892872,True,3.1912330464524135
-3.2727272727272725,3.3090909090909095,2.0,-1.8087052463517626,True,2.947732061765889
-3.2727272727272725,3.3090909090909095,2.5454545454545454,-1.8418788018264318,True,2.72612581333366
-3.2727272727272725,3.3090909090909095,3.090909090909091,-1.7748052959339402,True,2.809719645860541
-3.2727272727272725,3.3090909090909095,3.6363636363636362,-1.8055211180877357,True,3.1693598271876957
-3.2727272727272725,3.3090909090909095,4.181818181818182,-1.9894560281070601,True,2.5567621408721406
-3.2727272727272725,3.3090909090909095,4.727272727272727,-2.1346150352527995,True,3.2430805776600784
-3.2727272727272725,3.3090909090909095,5.2727272727272725,-1.978736932331922,True,2.5324854452688026
-3.2727272727272725,3.3090909090909095,5.818181818181818,-2.088980777080995,True,3.2867127846049
-3.2727272727272725,3.3090909090909095,6.363636363636363,-2.4365936109029294,True,2.835086485287038
-3.2727272727272725,3.3090909090909095,6.909090909090908,-2.1943594220209013,True,3.090939912275678
-3.2727272727272725,3.3090909090909095,7.454545454545454,-2.147370020278037,True,1.9501889293897035
-3.2727272727272725,3.3090909090909095,8.0,-2.23968290834204,True,2.7843595649886512
-3.2727272727272725,3.6545454545454548,2.0,-1.7302685958194646,True,2.817573091628331
-3.2727272727272725,3.6545454545454548,2.5454545454545454,-1.699317888859547,True,2.469922080005973
-3.2727272727272725,3.6545454545454548,3.090909090909091,-1.9013619448887327,True,2.4931299552300388
-3.2727272727272725,3.6545454545454548,3.6363636363636362,-2.093616068440499,True,2.930083267217708
-3.2727272727272725,3.6545454545454548,4.181818181818182,-2.2173854554269323,True,2.590336772458155
-3.2727272727272725,3.6545454545454548,4.727272727272727,-1.9216385709326083,True,2.7899154943058173
-3.2727272727272725,3.6545454545454548,5.2727272727272725,-2.0154183110801336,True,2.4197282615910574
-3.2727272727272725,3.6545454545454548,5.818181818181818,-2.1065227662201473,True,3.614261544108803
-3.2727272727272725,3.6545454545454548,6.363636363636363,-2.7006778183404765,True,1.900874553924285
-3.2727272727272725,3.6545454545454548,6.909090909090908,-2.050056608431988,True,2.8484206985465157
-3.2727272727272725,3.6545454545454548,7.454545454545454,-2.024125377931636,True,2.673882028710454
-3.2727272727272725,3.6545454545454548,8.0,-2.0004928269071915,True,2.9216685553967685
-3.2727272727272725,4.0,2.0,-1.652293047468163,True,3.4749173741824437
-3.2727272727272725,4.0,2.5454545454545454,-1.8631522118363448,True,2.9309093051024213
-3.2727272727272725,4.0,3.090909090909091,-2.089303593610132,True,2.694417312480058
-3.2727272727272725,4.0,3.6363636363636362,-1.9879947820407717,True,2.8015129775490966
-3.2727272727272725,4.0,4.181818181818182,-2.090984174627223,True,3.9467162246954963
-3.2727272727272725,4.0,4.727272727272727,-2.0523085557255216,True,2.7846796781905576
-3.2727272727272725,4.0,5.2727272727272725,-2.045950312696737,True,2.7500120007924873
-3.2727272727272725,4.0,5.818181818181818,-2.7237448724751383,True,1.7722119720661595
-3.2727272727272725,4.0,6.363636363636363,-2.684143666156553,True,2.1400995918227923
-3.2727272727272725,4.0,6.909090909090908,-2.2654237216665494,True,3.572794934471092
-3.2727272727272725,4.0,7.454545454545454,-2.1366054414894284,True,2.7538442941061394
-3.2727272727272725,4.0,8.0,-1.9555660318014372,True,1.9388663136946203
-2.5454545454545454,0.2,2.0,-0.11690836636022975,True,5.268524230583254
-2.5454545454545454,0.2,2.5454545454545454,-0.5045718115891722,True,5.067305210014292
-2.5454545454545454,0.2,3.090909090909091,-0.20226488547856863,True,4.590091157571031
-2.5454545454545454,0.2,3.6363636363636362,-0.21851065547699236,True,5.9168357734252055
-2.5454545454545454,0.2,4.181818181818182,-0.3907477131766249,True,4.7333625799735435
-2.5454545454545454,0.2,4.727272727272727,-0.5965874945017273,True,3.978490320765877
-2.5454545454545454,0.2,5.2727272727272725,-0.39830775200249485,True,4.173650335043072
-2.5454545454545454,0.2,5.818181818181818,-0.5799885361775072,True,4.181182740439935
-2.5454545454545454,0.2,6.363636363636363,-0.49237113498392215,True,4.674459917659552
-2.5454545454545454,0.2,6.909090909090908,-0.33978122683469814,True,4.405210573737929
-2.5454545454545454,0.2,7.454545454545454,-0.5341477214827536,True,3.976470420626093
-2.5454545454545454,0.2,8.0,-0.4884876182351756,True,4.70016262828725
-2.5454545454545454,0.5454545454545454,2.0,-0.11626991828923619,True,4.422647419621951
-2.5454545454545454,0.5454545454545454,2.5454545454545454,-0.13856974204843542,True,5.53924918735404
-2.5454545454545454,0.5454545454545454,3.090909090909091,-0.29091354996907487,True,5.647484356309959
-2.5454545454545454,0.5454545454545454,3.6363636363636362,-0.6034612321553275,True,3.7742114161889644
-2.5454545454545454,0.5454545454545454,4.181818181818182,-0.8865013776055433,True,4.861520778139048
-2.5454545454545454,0.5454545454545454,4.727272727272727,-0.47747854695923053,True,4.494729117585542
-2.5454545454545454,0.5454545454545454,5.2727272727272725,-0.6120175536837436,True,3.8252379226670676
-2.5454545454545454,0.5454545454545454,5.818181818181818,-0.2087877513343841,True,4.8558228396532295
-2.5454545454545454,0.5454545454545454,6.363636363636363,-0.6699245048485856,True,4.69295880710076
-2.5454545454545454,0.5454545454545454,6.909090909090908,-0.554723732975299,True,4.557218279164267
-2.5454545454545454,0.5454545454545454,7.454545454545454,-0.7419039891495054,True,4.493830189418492
-2.5454545454545454,0.5454545454545454,8.0,-0.12686043056131013,True,5.545849592516179
-2.5454545454545454,0.8909090909090909,2.0,-0.052666679926790805,True,4.691725481857617
-2.5454545454545454,0.8909090909090909,2.5454545454545454,-0.6140482537576474,True,4.323058286192529
-2.5454545454545454,0.8909090909090909,3.090909090909091,-0.4660919117924398,True,5.081003847443035
-2.5454545454545454,0.8909090909090909,3.6363636363636362,-0.8908326819139405,True,4.8739424778163665
-2.5454545454545454,0.8909090909090909,4.181818181818182,-0.6659952711768491,True,4.120564193849441
-2.5454545454545454,0.8909090909090909,4.727272727272727,-0.9144089169184393,True,3.258162747148676
-2.5454545454545454,0.8909090909090909,5.2727272727272725,-0.6070135257916883,True,4.429645457802513
-2.5454545454545454,0.8909090909090909,5.818181818181818,-1.0595666908423238,True,3.292893923125868
-2.5454545454545454,0.8909090909090909,6.363636363636363,-0.8625967672639534,True,4.971913995380743
